nct_id,entity_source_text,concept_id,concept_name,domain,start_index,end_index,temporal_source_text,days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion
NCT04329832,assay for COVID-19,37310255,Detection of 2019 novel coronavirus using polymerase chain reaction technique,Measurement,167,185,,0,Pending,-99999,99999,0
NCT04329832,COVID-19,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,71,79,within the last 10 days,10,,-99999,99999,0
NCT04329832,COVID-19,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,71,79,,0,,-99999,99999,0
NCT04329832,Pregnant,4299535,Patient currently pregnant,Condition,706,714,,0,,-99999,99999,1
NCT04329832,liver disease,194984,Disease of liver,Condition,777,790,History of,0,,-99999,99999,1
NCT04329897,primary joint replacement,4189532,Implantation of joint replacement,Procedure,62,87,,0,,-99999,99999,0
NCT04329897,revision joint replacement,4084641,Revision of joint replacement,Procedure,240,266,,0,,-99999,99999,1
NCT04329923,smell disturbance,4185711,Loss of sense of smell,Condition,558,575,during pre-medication examination,0,,-99999,99999,0
NCT04329923,T,3020891,Body temperature,Measurement,489,490,during pre-medication examination,0,> 100.5 F,100.5,99999,0
NCT04329923,CRP,4208414,C-reactive protein measurement,Measurement,1571,1574,Current  ,10000,> 6,6,99999,0
NCT04329923,D-dimer,4322628,D-dimer assay,Measurement,1580,1587,Current  ,10000,> 1000,1000,99999,0
NCT04329923,ferritin,4176561,Ferritin measurement,Measurement,1555,1563,Current  ,10000,> 850,850,99999,0
NCT04329923,atrial fibrillation,313217,Atrial fibrillation,Condition,3870,3889,within 14 days prior to screening evaluation,14,,-99999,99999,0
NCT04329923,atrial fibrillation,313217,Atrial fibrillation,Condition,3870,3889,within 14 days prior to screening evaluation,14,,-99999,99999,0
NCT04329923,atrial fibrillation,313217,Atrial fibrillation,Condition,3870,3889,within 14 days prior to screening evaluation,14,,-99999,99999,0
NCT04329923,structural lung disease,255573,Chronic obstructive lung disease,Condition,1471,1494,Current  ,10000,,-99999,99999,0
NCT04329923,coronary artery disease,45510045,Coronary artery disease,Condition,1510,1533,Current  ,10000,,-99999,99999,0
NCT04329923,cough,254761,Cough,Condition,501,506,during pre-medication examination,0,,-99999,99999,0
NCT04329923,diabetes,201820,Diabetes mellitus,Condition,1535,1543,Current  ,10000,,-99999,99999,0
NCT04329923,diarrhea,196523,Diarrhea,Condition,548,556,during pre-medication examination,0,,-99999,99999,0
NCT04329923,shortness of breath,312437,Dyspnea,Condition,527,546,during pre-medication examination,0,,-99999,99999,0
NCT04329923,fatigue,4223659,Fatigue,Condition,518,525,during pre-medication examination,0,,-99999,99999,0
NCT04329923,headache,378253,Headache,Condition,508,516,during pre-medication examination,0,,-99999,99999,0
NCT04329923,hypertension,316866,Hypertensive disorder,Condition,1496,1508,Current  ,10000,,-99999,99999,0
NCT04329923,malabsorption syndrome,4138253,Malabsorption syndrome,Condition,2051,2073,,0,,-99999,99999,0
NCT04329923,immunocompromising conditions,4153516,Patient immunocompromised,Condition,1440,1469,Current  ,10000,,-99999,99999,0
NCT04329923,major resection of the stomach or bowels,4138691,Excision of lesion of stomach,Procedure,2077,2117,,0,,-99999,99999,0
NCT04329923,any treatment drug for 2019-ncov,9999,agents with antiviral activity against SARS-CoV-2,Drug,2325,2357,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,any treatment drug for 2019-ncov,9999,agents with antiviral activity against SARS-CoV-2,Drug,2325,2357,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,any treatment drug for 2019-ncov,9999,agents with antiviral activity against SARS-CoV-2,Drug,2325,2357,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,QT interval corrected for heart rate using the Frederica formula,3026258,Q-T interval corrected,Measurement,3686,3750,Current  ,10000,> 500 msec,500,99999,1
NCT04329923,gastrointestinal abnormalities,37310859,Foetal gastrointestinal abnormality,Condition,1986,2016,,0,,-99999,99999,1
NCT04329923,unstable angina,1413763,Unstable angina,Condition,3964,3979,during pre-medication examination,0,,-99999,99999,1
NCT04329923,acute coronary syndromes,4215140,Acute coronary syndrome,Condition,3902,3926,4 days since,4,,-99999,99999,1
NCT04329923,acute coronary syndromes,4215140,Acute coronary syndrome,Condition,3902,3926,Current  ,10000,,-99999,99999,1
NCT04329923,acute coronary syndromes,4215140,Acute coronary syndrome,Condition,3902,3926,Current  ,10000,,-99999,99999,1
NCT04329923,age related macular degeneration,374028,Age related macular degeneration,Condition,2515,2547,history of,0,,-99999,99999,1
NCT04329923,age related macular degeneration,374028,Age related macular degeneration,Condition,2515,2547,history of,0,,-99999,99999,1
NCT04329923,age related macular degeneration,374028,Age related macular degeneration,Condition,2515,2547,history of,0,,-99999,99999,1
NCT04329923,Allergy to hydroxychloroquine,4171296,Allergy to hydroxychloroquine,Condition,2200,2229,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,Allergy to hydroxychloroquine,4171296,Allergy to hydroxychloroquine,Condition,2200,2229,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,Allergy to hydroxychloroquine,4171296,Allergy to hydroxychloroquine,Condition,2200,2229,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,increased cardiovascular risk,37309676,At increased risk of cardiovascular disease,Condition,3498,3527,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,increased cardiovascular risk,37309676,At increased risk of cardiovascular disease,Condition,3498,3527,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,increased cardiovascular risk,37309676,At increased risk of cardiovascular disease,Condition,3498,3527,Current  ,10000,,-99999,99999,1
NCT04329923,autoimmune disease,434621,Autoimmune disease,Condition,3077,3095,,0,,-99999,99999,1
NCT04329923,autoimmune disease,434621,Autoimmune disease,Condition,3077,3095,,0,,-99999,99999,1
NCT04329923,autoimmune disease,434621,Autoimmune disease,Condition,3077,3095,,0,,-99999,99999,1
NCT04329923,arrhythmias,44784217,Cardiac arrhythmia,Condition,3821,3832,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,arrhythmias,44784217,Cardiac arrhythmia,Condition,3821,3832,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,arrhythmias,44784217,Cardiac arrhythmia,Condition,3821,3832,Current  ,10000,,-99999,99999,1
NCT04329923,congestive heart failure,319835,Congestive heart failure,Condition,4071,4095,4 days since,4,,-99999,99999,1
NCT04329923,congestive heart failure,319835,Congestive heart failure,Condition,4071,4095,Current  ,10000,,-99999,99999,1
NCT04329923,congestive heart failure,319835,Congestive heart failure,Condition,4071,4095,Current  ,10000,,-99999,99999,1
NCT04329923,infectious disease,432250,Disorder due to infection,Condition,3049,3067,,0,,-99999,99999,1
NCT04329923,infectious disease,432250,Disorder due to infection,Condition,3049,3067,,0,,-99999,99999,1
NCT04329923,infectious disease,432250,Disorder due to infection,Condition,3049,3067,,0,,-99999,99999,1
NCT04329923,cardiovascular disease,134057,Disorder of cardiovascular system,Condition,3097,3119,,0,,-99999,99999,1
NCT04329923,cardiovascular disease,134057,Disorder of cardiovascular system,Condition,3097,3119,,0,,-99999,99999,1
NCT04329923,cardiovascular disease,134057,Disorder of cardiovascular system,Condition,3097,3119,,0,,-99999,99999,1
NCT04329923,illness,4192174,Illness,Condition,2907,2914,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,illness,4192174,Illness,Condition,2907,2914,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,illness,4192174,Illness,Condition,2907,2914,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,interstitial lung disease,4119786,Interstitial lung disease,Condition,2561,2586,History of,0,,-99999,99999,1
NCT04329923,interstitial lung disease,4119786,Interstitial lung disease,Condition,2561,2586,History of,0,,-99999,99999,1
NCT04329923,interstitial lung disease,4119786,Interstitial lung disease,Condition,2561,2586,History of,0,,-99999,99999,1
NCT04329923,lactating,4270616,Lactation,Condition,2243,2252,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,lactating,4270616,Lactation,Condition,2243,2252,during pre-medication examination,0,,-99999,99999,1
NCT04329923,lactating,4270616,Lactation,Condition,2243,2252,during pre-medication examination,0,,-99999,99999,1
NCT04329923,cancer,443392,Malignant neoplastic disease,Condition,3069,3075,,0,,-99999,99999,1
NCT04329923,cancer,443392,Malignant neoplastic disease,Condition,3069,3075,,0,,-99999,99999,1
NCT04329923,cancer,443392,Malignant neoplastic disease,Condition,3069,3075,,0,,-99999,99999,1
NCT04329923,myocardial infarction,4329847,Myocardial infarction,Condition,3938,3959,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,myocardial infarction,4329847,Myocardial infarction,Condition,3938,3959,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,myocardial infarction,4329847,Myocardial infarction,Condition,3938,3959,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,pneumonitis,253506,Pneumonitis,Condition,2598,2609,History of,0,,-99999,99999,1
NCT04329923,pneumonitis,253506,Pneumonitis,Condition,2598,2609,History of,0,,-99999,99999,1
NCT04329923,pneumonitis,253506,Pneumonitis,Condition,2598,2609,History of,0,,-99999,99999,1
NCT04329923,porphyria,4305376,Porphyria,Condition,2681,2690,,0,,-99999,99999,1
NCT04329923,porphyria,4305376,Porphyria,Condition,2681,2690,,0,,-99999,99999,1
NCT04329923,porphyria,4305376,Porphyria,Condition,2681,2690,,0,,-99999,99999,1
NCT04329923,psoriasis,140168,Psoriasis,Condition,2694,2703,,0,,-99999,99999,1
NCT04329923,psoriasis,140168,Psoriasis,Condition,2694,2703,,0,,-99999,99999,1
NCT04329923,psoriasis,140168,Psoriasis,Condition,2694,2703,,0,,-99999,99999,1
NCT04329923,retinal disease,378416,Retinal disorder,Condition,2470,2485,history of,0,,-99999,99999,1
NCT04329923,retinal disease,378416,Retinal disorder,Condition,2470,2485,history of,0,,-99999,99999,1
NCT04329923,retinal disease,378416,Retinal disorder,Condition,2470,2485,history of,0,,-99999,99999,1
NCT04329923,unstable angina,1413763,Unstable angina,Condition,3964,3979,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,unstable angina,1413763,Unstable angina,Condition,3964,3979,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,carbamazepine,740275,Carbamazepine,Drug,3365,3378,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,carbamazepine,740275,Carbamazepine,Drug,3365,3378,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,carbamazepine,740275,Carbamazepine,Drug,3365,3378,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,cytochrome P450 enzyme-inducing anticonvulsant drugs,42900762,Cytochrome P450 Inducers,Drug,3295,3347,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,cytochrome P450 enzyme-inducing anticonvulsant drugs,42900762,Cytochrome P450 Inducers,Drug,3295,3347,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,cytochrome P450 enzyme-inducing anticonvulsant drugs,42900762,Cytochrome P450 Inducers,Drug,3295,3347,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,oxcarbazepine,718122,oxcarbazepine,Drug,3408,3421,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,oxcarbazepine,718122,oxcarbazepine,Drug,3408,3421,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,oxcarbazepine,718122,oxcarbazepine,Drug,3408,3421,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,Phenobarbital,734275,Phenobarbital,Drug,3380,3393,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,Phenobarbital,734275,Phenobarbital,Drug,3380,3393,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,Phenobarbital,734275,Phenobarbital,Drug,3380,3393,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,phenytoin,740910,Phenytoin,Drug,3354,3363,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,phenytoin,740910,Phenytoin,Drug,3354,3363,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,phenytoin,740910,Phenytoin,Drug,3354,3363,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,primidone,751347,Primidone,Drug,3395,3404,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,primidone,751347,Primidone,Drug,3395,3404,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,primidone,751347,Primidone,Drug,3395,3404,within 4 weeks of the start of the study treatment,28,,-99999,99999,1
NCT04329923,Left ventricular ejection fraction (LVEF),3027172,Left ventricular Ejection fraction,Measurement,3561,3602,4 days since,4,< institutional lower limit of normal,-99999,99999,1
NCT04329923,Left ventricular ejection fraction (LVEF),3027172,Left ventricular Ejection fraction,Measurement,3561,3602,Current  ,10000,< institutional lower limit of normal,-99999,99999,1
NCT04329923,Left ventricular ejection fraction (LVEF),3027172,Left ventricular Ejection fraction,Measurement,3561,3602,Current  ,10000,< institutional lower limit of normal,-99999,99999,1
NCT04329923,abdominal surgery,4304932,Abdominal cavity operation,Procedure,3156,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,abdominal surgery,4304932,Abdominal cavity operation,Procedure,3156,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,abdominal surgery,4304932,Abdominal cavity operation,Procedure,3156,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,stenting,4181955,Endovascular insertion of stent,Procedure,4007,4015,4 days since,4,,-99999,99999,1
NCT04329923,stenting,4181955,Endovascular insertion of stent,Procedure,4007,4015,Current  ,10000,,-99999,99999,1
NCT04329923,stenting,4181955,Endovascular insertion of stent,Procedure,4007,4015,Current  ,10000,,-99999,99999,1
NCT04329923,infusional therapy,4269838,Infusion,Procedure,2936,2954,,0,,-99999,99999,1
NCT04329923,infusional therapy,4269838,Infusion,Procedure,2936,2954,,0,,-99999,99999,1
NCT04329923,infusional therapy,4269838,Infusion,Procedure,2936,2954,,0,,-99999,99999,1
NCT04329923,intense monitoring,4057410,Intensive care monitoring,Procedure,2956,2974,,0,,-99999,99999,1
NCT04329923,intense monitoring,4057410,Intensive care monitoring,Procedure,2956,2974,,0,,-99999,99999,1
NCT04329923,intense monitoring,4057410,Intensive care monitoring,Procedure,2956,2974,,0,,-99999,99999,1
NCT04329923,CNS surgery,4043019,Procedure on nervous system,Procedure,3186,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,CNS surgery,4043019,Procedure on nervous system,Procedure,3186,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,CNS surgery,4043019,Procedure on nervous system,Procedure,3186,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,surgery,45888085,Surgery,Procedure,3239,3246,in the last 2 months,60,,-99999,99999,1
NCT04329923,spine surgery,37079536,Spinal surgery,Procedure,3177,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,spine surgery,37079536,Spinal surgery,Procedure,3177,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,spine surgery,37079536,Spinal surgery,Procedure,3177,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,surgery,45888085,Surgery,Procedure,3239,3246,in the last 2 months,60,,-99999,99999,1
NCT04329923,surgery,45888085,Surgery,Procedure,3239,3246,in the last 2 months,60,,-99999,99999,1
NCT04329923,thoracic surgery,4252365,Thoracic surgery,Procedure,3167,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,thoracic surgery,4252365,Thoracic surgery,Procedure,3167,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,thoracic surgery,4252365,Thoracic surgery,Procedure,3167,3197,in the last 2 months,60,,-99999,99999,1
NCT04329923,PCR for the SARS-CoV2 virus,37310255,Detection of 2019 novel coronavirus using polymerase chain reaction technique,Measurement,417,453,within 14 days prior to screening evaluation,14,positive,-99999,99999,0
NCT04329923,PCR for SARS-CoV-2,37310255,Detection of 2019 novel coronavirus using polymerase chain reaction technique,Measurement,1223,1250,within 14 days prior to screening evaluation,14,positive,-99999,99999,0
NCT04329923,COVID-19,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,2620,2628,within 14 days prior to screening evaluation,14,,-99999,99999,0
NCT04329923,one symptom of COVID-19,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,464,487,,0,,-99999,99999,0
NCT04329923,first symptoms of COVID-19,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,595,621,4 days since,4,,-99999,99999,0
NCT04329923,COVID-19,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,2620,2628,within 14 days prior to screening evaluation,14,,-99999,99999,0
NCT04329923,COVID-19,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,2620,2628,within 14 days prior to screening evaluation,14,,-99999,99999,0
NCT04329923,Pregnant,4299535,Patient currently pregnant,Condition,2231,2239,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,Pregnant,4299535,Patient currently pregnant,Condition,2231,2239,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,Pregnant,4299535,Patient currently pregnant,Condition,2231,2239,within 14 days prior to screening evaluation,14,,-99999,99999,1
NCT04329923,pregnancy test,44789311,Pregnancy test,Measurement,2265,2279,during pre-medication examination,0,positive,-99999,99999,1
NCT04329923,pregnancy test,44789311,Pregnancy test,Measurement,2265,2279,during pre-medication examination,0,positive,-99999,99999,1
NCT04329923,pregnancy test,44789311,Pregnancy test,Measurement,2265,2279,during pre-medication examination,0,positive,-99999,99999,1
NCT04329923,coronary angioplasty,4184832,Coronary angioplasty,Procedure,3982,4002,4 days since,4,,-99999,99999,1
NCT04329923,coronary angioplasty,4184832,Coronary angioplasty,Procedure,3982,4002,Current  ,10000,,-99999,99999,1
NCT04329923,coronary angioplasty,4184832,Coronary angioplasty,Procedure,3982,4002,Current  ,10000,,-99999,99999,1
NCT04331366,Oxygen saturation,4310328,Blood oxygen saturation,Measurement,42,59,,0,<92%,-99999,92,0
NCT04331366,oxygen by non-rebreather mask,44790731,Oxygen administration by non rebreather mask,Procedure,110,139,,0,,-99999,99999,0
NCT04331366,Cognitive impairment,443432,Impaired cognition,Condition,251,271,,0,,-99999,99999,1
NCT04331366,intubation,4202832,Intubation,Procedure,165,175,,0,,-99999,99999,1
NCT04331366,COVID-19 positive,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,23,40,,0,,-99999,99999,0
NCT04331795,BiPap,4138614,BiPAP oxygen nasal cannula,Device,1513,1518,history of,0,,-99999,99999,0
NCT04331795,T,3020891,Body temperature,Measurement,216,217,,0,38*C,38,99999,0
NCT04331795,C-reactive protein (CRP),4208414,C-reactive protein measurement,Measurement,490,514,history of,0,75 ug/mL,75,99999,0
NCT04331795,T  ,3050828,CT Foot - left W contrast IV,Measurement,216,219,,0,38*C,38,99999,0
NCT04331795,chronic obstructive pulmonary disease (COPD) exacerbation,257004,Acute exacerbation of chronic obstructive airways disease,Condition,951,1008,history of,0,,-99999,99999,0
NCT04331795,Asthma,317009,Asthma,Condition,1036,1042,history of,0,,-99999,99999,0
NCT04331795,End-stage renal disease (ESRD),193782,End-stage renal disease,Condition,1306,1336,history of,0,,-99999,99999,0
NCT04331795,heart failure exacerbation,43022068,Exacerbation of congestive heart failure,Condition,649,675,history of,0,,-99999,99999,0
NCT04331795,Fever,437663,Fever,Condition,153,158,,0,,-99999,99999,0
NCT04331795,Fever,437663,Fever,Condition,153,158,,0,,-99999,99999,0
NCT04331795,HIV,439727,Human immunodeficiency virus infection,Condition,1177,1180,history of,0,,-99999,99999,0
NCT04331795,interstitial lung disease (ILD),4119786,Interstitial lung disease,Condition,904,935,history of,0,,-99999,99999,0
NCT04331795,Cancer,443392,Malignant neoplastic disease,Condition,1182,1188,history of,0,,-99999,99999,0
NCT04331795,pulmonary hypertension,4322024,Pulmonary hypertension,Condition,825,847,history of,0,,-99999,99999,0
NCT04331795,infiltrates,4027562,Radiologic infiltrate,Condition,378,389,history of,0,,-99999,99999,0
NCT04331795,infiltrates,4027562,Radiologic infiltrate,Condition,378,389,history of,0,,-99999,99999,0
NCT04331795,Thrombocytopenia,432870,Thrombocytopenic disorder,Condition,1241,1257,,0,,-99999,99999,0
NCT04331795,CPAP,2616666,Continuous positive airway pressure (cpap) device,Device,1507,1511,,0,,-99999,99999,0
NCT04331795,CPAP,2616666,Continuous positive airway pressure (cpap) device,Device,577,581,,0,,-99999,99999,0
NCT04331795,HHFNC,4139525,High flow oxygen nasal cannula,Device,1520,1525,history of,0,,-99999,99999,0
NCT04331795,HHFNC,4139525,High flow oxygen nasal cannula,Device,590,595,,0,,-99999,99999,0
NCT04331795,aspirin,1112807,Aspirin,Drug,2817,2824,history of,0,,-99999,99999,0
NCT04331795,inhaled corticosteroid,21605042,Corticosteroids,Drug,1061,1083,history of,0,,-99999,99999,0
NCT04331795,computed tomography (CT),4300757,Computed axial tomography,Procedure,419,443,,0,,-99999,99999,0
NCT04331795,computed tomography (CT),4300757,Computed axial tomography,Procedure,419,443,history of,0,,-99999,99999,0
NCT04331795,coronary artery bypass graft (CABG) surgery,4336464,Coronary artery bypass graft,Procedure,767,810,history of,0,,-99999,99999,0
NCT04331795,hemodialysis,4120120,Hemodialysis,Procedure,1361,1373,,0,,-99999,99999,0
NCT04331795,radiation therapy to the lung,46274010,History of radiation therapy to the chest,Procedure,1135,1164,history of,0,,-99999,99999,0
NCT04331795,intubation,4202832,Intubation,Procedure,623,633,history of,0,,-99999,99999,0
NCT04331795,lobectomy,4054047,Lobectomy,Procedure,1113,1122,history of,0,,-99999,99999,0
NCT04331795,supplemental O2,4239130,Oxygen therapy,Procedure,874,889,history of,0,,-99999,99999,0
NCT04331795,non-invasive mechanical ventilation,4177224,Noninvasive ventilation,Procedure,1470,1505,,0,,-99999,99999,0
NCT04331795,percutaneous coronary intervention (PCI),4216130,Percutaneous coronary intervention,Procedure,714,754,history of,0,,-99999,99999,0
NCT04331795,peritoneal dialysis,4324124,Peritoneal dialysis,Procedure,1347,1373,,0,,-99999,99999,0
NCT04331795,chest radiograph (CXR),4056681,Plain radiography,Procedure,393,415,,0,,-99999,99999,0
NCT04331795,chest radiograph (CXR),4056681,Plain radiography,Procedure,393,415,,0,,-99999,99999,0
NCT04331795,pneumonectomy,35806394,Pneumonectomy,Procedure,1096,1109,history of,0,,-99999,99999,0
NCT04331795,ALT,4146380,Alanine aminotransferase measurement,Measurement,2067,2070,,0,in excess of 5 times the upper limit of normal,-99999,5,1
NCT04331795,AST,4263457,Aspartate aminotransferase measurement,Measurement,2060,2063,,0,in excess of 5 times the upper limit of normal,-99999,5,1
NCT04331795,AST,4263457,Aspartate aminotransferase measurement,Measurement,1130,1133,,0,in excess of 5 times the upper limit of normal,-99999,5,1
NCT04331795,CRP,4208414,C-reactive protein measurement,Measurement,2953,2956,history of,0,< 40 mg/L (or ug/mL),-99999,40,1
NCT04331795,CRP,4208414,C-reactive protein measurement,Measurement,2023,2026,history of,0,< 40 mg/L (or ug/mL),-99999,40,1
NCT04331795,Absolute neutrophil count,4148615,Neutrophil count,Measurement,2133,2158,,0,< 500/uL,-99999,500,1
NCT04331795,Absolute neutrophil count,4148615,Neutrophil count,Measurement,1203,1228,,0,< 500/uL,-99999,500,1
NCT04331795,Platelets,4267147,Platelet count,Measurement,2189,2198,,0,"< 50,000/uL",-99999,50000,1
NCT04331795,Platelets,4267147,Platelet count,Measurement,1259,1268,,0,"< 50,000/uL",-99999,50000,1
NCT04331795,hypersensitivity to tocilizumab,9999,Allergy to tocilizumab,Condition,1688,1719,history of,0,,-99999,99999,1
NCT04331795,hypersensitivity to tocilizumab,9999,Allergy to tocilizumab,Condition,758,789,history of,0,,-99999,99999,1
NCT04331795,infection,432250,Disorder due to infection,Condition,2638,2647,history of,0,,-99999,99999,1
NCT04331795,infection,432250,Disorder due to infection,Condition,1708,1717,history of,0,,-99999,99999,1
NCT04331795,diverticulitis,4141224,Diverticulitis,Condition,2524,2538,history of,0,,-99999,99999,1
NCT04331795,diverticulitis,4141224,Diverticulitis,Condition,1594,1608,history of,0,,-99999,99999,1
NCT04331795,end-stage liver disease,45769564,End stage liver disease,Condition,1990,2013,,0,,-99999,99999,1
NCT04331795,end-stage liver disease,45769564,End stage liver disease,Condition,1060,1083,,0,,-99999,99999,1
NCT04331795,gastrointestinal perforation,4202064,Gastrointestinal perforation,Condition,2485,2513,history of,0,,-99999,99999,1
NCT04331795,gastrointestinal perforation,4202064,Gastrointestinal perforation,Condition,1555,1583,history of,0,,-99999,99999,1
NCT04331795,Multi-organ failure,4212484,Multiple organ failure,Condition,2541,2560,history of,0,,-99999,99999,1
NCT04331795,Multi-organ failure,4212484,Multiple organ failure,Condition,1611,1630,history of,0,,-99999,99999,1
NCT04331795,mycobacterium tuberculosis infection,4034215,Mycobacterium tuberculosis,Condition,2404,2440,history of,0,,-99999,99999,1
NCT04331795,mycobacterium tuberculosis infection,4034215,Mycobacterium tuberculosis,Condition,1474,1510,history of,0,,-99999,99999,1
NCT04331795,Neutropenia,320073,Neutropenia,Condition,2120,2131,,0,,-99999,99999,1
NCT04331795,Neutropenia,320073,Neutropenia,Condition,1190,1201,,0,,-99999,99999,1
NCT04331795,Thrombocytopenia,432870,Thrombocytopenic disorder,Condition,2171,2187,,0,,-99999,99999,1
NCT04331795,Hepatitis B,4281232,Type B viral hepatitis,Condition,2358,2369,history of,0,,-99999,99999,1
NCT04331795,Hepatitis B,4281232,Type B viral hepatitis,Condition,1428,1439,history of,0,,-99999,99999,1
NCT04331795,Hepatitis C,197494,Viral hepatitis C,Condition,2373,2384,history of,0,,-99999,99999,1
NCT04331795,Hepatitis C,197494,Viral hepatitis C,Condition,1443,1454,history of,0,,-99999,99999,1
NCT04331795,acetaminophen,1125315,Acetaminophen,Drug,2789,2802,,0,,-99999,99999,1
NCT04331795,acetaminophen,1125315,Acetaminophen,Drug,1859,1872,history of,0,,-99999,99999,1
NCT04331795,aspirin/acetaminophen/caffeine [Excedrin],36213953,Acetaminophen / Aspirin / Caffeine Pill [Excedrin],Drug,2909,2950,,0,,-99999,99999,1
NCT04331795,aspirin/acetaminophen/caffeine [Excedrin],36213953,Acetaminophen / Aspirin / Caffeine Pill [Excedrin],Drug,1979,2020,Concurrent,0,,-99999,99999,1
NCT04331795,hydrocodone/acetaminophen,36216122,Acetaminophen / Hydrocodone Pill,Drug,2882,2907,,0,,-99999,99999,1
NCT04331795,hydrocodone/acetaminophen,36216122,Acetaminophen / Hydrocodone Pill,Drug,1952,1977,Concurrent,0,,-99999,99999,1
NCT04331795,aspirin,1112807,Aspirin,Drug,1887,1894,history of,0,,-99999,99999,1
NCT04331795,ibuprofen,1177480,Ibuprofen,Drug,2806,2815,,0,,-99999,99999,1
NCT04331795,ibuprofen,1177480,Ibuprofen,Drug,1876,1885,history of,0,,-99999,99999,1
NCT04331795,biologic immunosuppressive agent,21603890,Immunosuppressants,Drug,2239,2271,history of,0,,-99999,99999,1
NCT04331795,biologic immunosuppressive agent,21603890,Immunosuppressants,Drug,1309,1341,history of,0,,-99999,99999,1
NCT04331795,anti-IL6R,44815548,Interleukin 6 Receptor Antagonists,Drug,1641,1650,Previous,0,,-99999,99999,1
NCT04331795,anti-IL6R inhibitor,44815548,Interleukin 6 Receptor Antagonists,Drug,711,738,Previous,0,,-99999,99999,1
NCT04331795,IL-6 inhibitor,45893334,Interleukin-6 Antagonists,Drug,1654,1668,Previous,0,,-99999,99999,1
